kind,bit_width,context,baseline_mb,compressed_mb,ratio,ideal_compressed_mb,ideal_ratio,layers,kv_heads,probe_tokens,cosine_similarity,top1,top5
compression,4,8192,10368,4896,2.11765,2592,4,,,,,,
attention,4,,,,,,,,36,72,8,0.995778,NA,NA
