kind,bit_width,context,baseline_mb,compressed_mb,ratio,ideal_compressed_mb,ideal_ratio,layers,kv_heads,probe_tokens,cosine_similarity,top1,top5
compression,3,8192,10368,3744,2.76923,1944,5.33333,,,,,,
attention,3,,,,,,,,36,72,8,0.984069,NA,NA
