kind,bit_width,context,baseline_mb,compressed_mb,ratio,ideal_compressed_mb,ideal_ratio,layers,kv_heads,probe_tokens,cosine_similarity,top1,top5
compression,2,8192,10368,2592,4,1296,8,,,,,,
attention,2,,,,,,,,36,72,8,0.940526,NA,NA
